ekatte,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc
22321,?.,????? ?????,VRC,VRC31,VRC31-00,3,7,2,1873,06,1542
22335,?.,????? ???,PVN,PVN08,PVN08-04,3,7,1,1873,14,1543
22352,?.,????? ???????,GAB,GAB12,GAB12-02,3,8,5,1873,07,1544
22375,?.,????? ????????,HKV,HKV18,HKV18-04,3,7,4,1873,26,1545
22383,?.,????? ?????????,VTR,VTR04,VTR04-00,3,8,6,1873,04,1546
22397,?.,????? ????????,GAB,GAB12,GAB12-02,3,8,5,1873,07,1547
22407,??.,????? ??????,PVN,PVN11,PVN11-00,1,4,2,1873,14,1548
22410,?.,????? ???????,KNL,KNL50,KNL50-00,3,8,7,1873,09,1549
22424,?.,????? ???,VID,VID37,VID37-00,3,7,5,1873,05,1550
22438,?.,????? ???????,PVN,PVN23,PVN23-01,3,5,2,1873,14,1551
22441,?.,????? ???????,GAB,GAB35,GAB35-04,3,8,6,1873,07,1552
22455,?.,????? ?????,VTR,VTR13,VTR13-00,3,8,4,1873,04,1553
22469,?.,????? ????,SFO,SFO39,SFO39-00,3,7,7,1873,22,1554
22472,?.,????? ???????,SOF,SOF46,SOF46-56,3,5,7,1873,21,1555
22486,?.,????? ????????,GAB,GAB35,GAB35-04,3,8,7,1873,07,1556
22490,?.,????? ???????,PER,PER36,PER36-27,3,6,6,1873,13,1557
22506,?.,????? ???????,PER,PER08,PER08-00,3,8,7,1873,13,1558
22513,?.,????? ????????,VTR,VTR13,VTR13-00,3,8,6,1873,04,1559
22527,?.,????? ????????,GAB,GAB35,GAB35-00,3,8,6,1873,07,1560
22530,?.,????? ?????,MON,MON11,MON11-05,3,5,1,1873,11,1561
21912,??.,????? ??????,VAR,VAR13,VAR13-00,1,3,1,1873,03,1562
22544,?.,????? ?????,KRZ,KRZ15,KRZ15-00,3,8,5,1873,08,1563
22558,?.,????? ????????,RSE,RSE27,RSE27-00,3,7,3,1873,17,1564
22561,?.,????? ??????,HKV,HKV09,HKV09-00,3,7,3,1873,26,1565
03736,?.,????? ?????????,MON,MON29,MON29-03,3,6,3,1873,11,1566
22575,?.,????? ??????,HKV,HKV30,HKV30-16,3,6,4,1873,26,1567
22589,?.,????? ?????????,HKV,HKV34,HKV34-00,3,7,4,1873,26,1568
22592,?.,????? ???????,PAZ,PAZ29,PAZ29-00,3,8,6,1873,12,1569
24949,?.,????? ?????????,HKV,HKV34,HKV34-11,3,6,3,1873,26,1570
22602,?.,????? ????????,BLG,BLG37,BLG37-06,3,6,7,1873,01,1571
22616,?.,????? ???????,BLG,BLG13,BLG13-04,3,5,7,1873,01,1572
22633,?.,????? ????????,SZR,SZR12,SZR12-04,3,6,5,1873,23,1573
22647,?.,????? ???????,SFO,SFO10,SFO10-07,3,6,6,1873,22,1574
22650,?.,????? ??????,KNL,KNL50,KNL50-00,3,8,7,1873,09,1575
22664,?.,????? ????????,TGV,TGV22,TGV22-47,3,7,5,1873,25,1576
22678,?.,????? ????????,KRZ,KRZ14,KRZ14-11,3,7,5,1873,08,1577
22695,?.,????? ??????,MON,MON24,MON24-00,3,7,2,1873,11,1578
22705,?.,????? ??????,HKV,HKV11,HKV11-00,3,8,2,1873,26,1579
22719,?.,????? ???????,TGV,TGV22,TGV22-00,3,7,5,1873,25,1580
22722,?.,????? ???? ????,SFO,SFO16,SFO16-00,3,8,6,1873,22,1581
22736,?.,????? ???? ????,SZR,SZR04,SZR04-00,3,8,5,1873,23,1582
22747,?.,????? ???????,MON,MON12,MON12-04,3,6,4,1873,11,1583
22753,?.,????? ???????,BLG,BLG44,BLG44-03,3,5,7,1873,01,1584
22770,?.,????? ????,HKV,HKV30,HKV30-00,3,8,4,1873,26,1585
22784,?.,????? ???????,KRZ,KRZ02,KRZ02-08,3,8,6,1873,08,1586
22798,?.,????? ??????,SLS,SLS07,SLS07-24,3,7,2,1873,18,1587
22808,?.,????? ???????,SZR,SZR24,SZR24-06,3,5,5,1873,23,1588
22811,?.,????? ????,KNL,KNL29,KNL29-00,3,8,7,1873,09,1589
22842,?.,????? ????????,BLG,BLG33,BLG33-00,3,8,3,1873,01,1590
22856,?.,????? ???????,HKV,HKV18,HKV18-05,3,8,5,1873,26,1591
22862,?.,????? ????,KNL,KNL29,KNL29-00,3,8,6,1873,09,1592
22873,?.,????? ????????,MON,MON38,MON38-01,3,6,3,1873,11,1593
22887,?.,????? ?????????,HKV,HKV30,HKV30-17,3,6,3,1873,26,1594
22890,?.,????? ????????,VTR,VTR14,VTR14-00,3,8,6,1873,04,1595
22914,?.,????? ????????,BGS,BGS06,BGS06-00,3,8,4,1873,02,1596
22825,?.,??????????,HKV,HKV11,HKV11-00,3,8,5,1873,26,1597
22839,?.,?????????,PDV,PDV01,PDV01-00,3,7,5,1873,15,1598
22928,?.,??????,KRZ,KRZ14,KRZ14-12,3,6,5,1873,08,1599
22931,?.,??????,PDV,PDV13,PDV13-08,3,7,5,1873,15,1600
22945,?.,?????????,MON,MON07,MON07-03,3,7,2,1873,11,1601
22959,?.,??????,GAB,GAB05,GAB05-00,3,7,6,1873,07,1602
22962,?.,???????,GAB,GAB35,GAB35-04,3,8,6,1873,07,1603
22976,?.,????????,VTR,VTR13,VTR13-00,3,8,5,1873,04,1604
22988,?.,???????,DOB,DOB15,DOB15-20,3,5,4,1873,24,1605
22993,?.,????????,GAB,GAB35,GAB35-00,3,8,6,1873,07,1606
23008,?.,???????,PAZ,PAZ24,PAZ24-01,3,5,7,1873,12,1607
23011,?.,?????????,HKV,HKV33,HKV33-00,3,7,2,1873,26,1608
23025,??.,??????,SML,SML10,SML10-00,1,4,8,1873,20,1609
23039,?.,??????,SFO,SFO39,SFO39-09,3,6,7,1873,22,1610
23042,?.,????,GAB,GAB12,GAB12-02,3,8,5,1873,07,1611
23056,?.,????????,HKV,HKV11,HKV11-00,3,8,3,1873,26,1612
23060,?.,???????,LOV,LOV36,LOV36-00,3,7,4,1873,10,1613
23073,?.,?????????,MON,MON12,MON12-00,3,7,5,1873,11,1614
23087,?.,??????????,TGV,TGV35,TGV35-13,3,6,4,1873,25,1615
23090,?.,?????????,BGS,BGS04,BGS04-05,3,7,4,1873,02,1616
23100,?.,?????????,VTR,VTR06,VTR06-05,3,5,2,1873,04,1617
23114,?.,?????????,KRZ,KRZ35,KRZ35-05,3,6,5,1873,08,1618
23128,?.,?????????,DOB,DOB15,DOB15-00,3,7,4,1873,24,1619
23131,?.,??????????,VTR,VTR13,VTR13-00,3,8,5,1873,04,1620
23159,?.,??????????,GAB,GAB05,GAB05-10,3,6,5,1873,07,1621
23162,?.,?????????????,VTR,VTR13,VTR13-00,3,8,6,1873,04,1622
23176,?.,????????,BGS,BGS09,BGS09-00,3,7,3,1873,02,1623
23185,?.,????????????,GAB,GAB05,GAB05-00,3,8,6,1873,07,1624
23193,?.,?????? ???????,PVN,PVN21,PVN21-05,3,6,2,1873,14,1625
23203,?.,?????????,GAB,GAB05,GAB05-10,3,8,5,1873,07,1626
23217,?.,?????????,VTR,VTR20,VTR20-03,3,6,4,1873,04,1627
23220,?.,????????,VTR,VTR13,VTR13-00,3,8,6,1873,04,1628
23234,?.,?????????,PAZ,PAZ08,PAZ08-08,3,4,7,1873,12,1629
23251,?.,?????????,PER,PER32,PER32-07,3,5,7,1873,13,1630
23265,?.,?????????,VTR,VTR13,VTR13-00,3,8,6,1873,04,1631
23279,?.,?????????,GAB,GAB35,GAB35-04,3,8,6,1873,07,1632
23282,?.,???????????,KNL,KNL29,KNL29-17,3,6,6,1873,09,1633
23296,?.,???????????,SFO,SFO26,SFO26-06,3,5,6,1873,22,1634
23306,?.,???????,BGS,BGS09,BGS09-09,3,7,4,1873,02,1635
23323,?.,????????,KNL,KNL27,KNL27-00,3,8,5,1873,09,1636
23337,?.,???????????,SLV,SLV20,SLV20-15,3,6,3,1873,19,1637
23340,?.,????????,SHU,SHU23,SHU23-01,3,6,3,1873,27,1638
23354,?.,???????,SFO,SFO16,SFO16-00,3,8,7,1873,22,1639
23385,?.,??????????,PDV,PDV23,PDV23-00,3,7,3,1873,15,1640
23399,?.,???????????,KNL,KNL50,KNL50-00,3,8,8,1873,09,1641
23409,??.,????????,SFO,SFO16,SFO16-00,1,4,7,1873,22,1642
23412,?.,?????????,GAB,GAB05,GAB05-00,3,8,5,1873,07,1643
23426,?.,????????,PDV,PDV33,PDV33-02,3,7,5,1873,15,1644
23431,?.,???????????,VTR,VTR28,VTR28-07,3,6,2,1873,04,1645
23443,?.,???????????,PER,PER36,PER36-00,3,8,7,1873,13,1646
24921,?.,????????,RAZ,RAZ14,RAZ14-08,3,7,4,1873,16,1647
23457,?.,??????,PAZ,PAZ19,PAZ19-10,3,5,4,1873,12,1648
23474,?.,??????????,SFO,SFO45,SFO45-00,3,8,6,1873,22,1649
23488,?.,??????,BLG,BLG33,BLG33-00,3,8,7,1873,01,1650
23491,?.,???????????,SFO,SFO39,SFO39-10,3,6,7,1873,22,1651
23501,?.,???????,JAM,JAM25,JAM25-10,3,6,3,1873,28,1652
23515,?.,????????,VID,VID33,VID33-00,3,7,3,1873,05,1653
23529,?.,?????,BGS,BGS06,BGS06-00,3,8,2,1873,02,1654
23532,?.,???????,BLG,BLG49,BLG49-00,3,7,3,1873,01,1655
23546,?.,??????,TGV,TGV35,TGV35-43,3,6,4,1873,25,1656
23557,?.,?????,JAM,JAM25,JAM25-00,3,8,3,1873,28,1657
23563,?.,????????,BLG,BLG33,BLG33-13,3,6,3,1873,01,1658
23577,?.,????????,KRZ,KRZ14,KRZ14-13,3,5,5,1873,08,1659
23580,?.,????????,PDV,PDV07,PDV07-18,3,7,4,1873,15,1660
23594,?.,??????????,GAB,GAB35,GAB35-00,3,8,5,1873,07,1661
23604,?.,???????,BGS,BGS06,BGS06-08,3,7,2,1873,02,1662
23618,?.,??????,VRC,VRC08,VRC08-00,3,7,5,1873,06,1663
23621,?.,???????? ??????,LOV,LOV02,LOV02-00,3,8,6,1873,10,1664
23635,?.,???????,SFO,SFO16,SFO16-00,3,8,6,1873,22,1665
23649,?.,????,PER,PER36,PER36-10,3,5,7,1873,13,1666
23652,?.,????????,BLG,BLG03,BLG03-00,3,8,7,1873,01,1667
23666,?.,??????,LOV,LOV18,LOV18-00,3,7,3,1873,10,1668
23672,?.,????????,VID,VID33,VID33-04,3,5,3,1873,05,1669
23683,?.,?????????,BLG,BLG33,BLG33-00,3,8,5,1873,01,1670
23697,?.,???????,BLG,BLG33,BLG33-00,3,8,7,1873,01,1671
23707,?.,???????,SFO,SFO26,SFO26-00,3,8,7,1873,22,1672
23710,?.,??????,VTR,VTR13,VTR13-00,3,8,6,1873,04,1673
23724,?.,??????,SHU,SHU07,SHU07-06,3,7,5,1873,27,1674
23738,?.,???????,TGV,TGV24,TGV24-11,3,7,4,1873,25,1675
23741,?.,????????,HKV,HKV33,HKV33-00,3,8,5,1873,26,1676
23755,?.,??????,BGS,BGS18,BGS18-07,3,7,4,1873,02,1677
23769,?.,??????,DOB,DOB03,DOB03-00,3,7,4,1873,24,1678
24832,?.,??????,PER,PER36,PER36-11,3,6,7,1873,13,1679
23786,?.,??????,VID,VID09,VID09-00,3,7,3,1873,05,1680
23798,?.,???????,SFO,SFO43,SFO43-00,3,7,7,1873,22,1681
23803,?.,????????,KRZ,KRZ14,KRZ14-15,3,6,5,1873,08,1682
23813,?.,???????,SHU,SHU30,SHU30-07,3,6,4,1873,27,1683
23827,?.,????????,KNL,KNL31,KNL31-00,3,7,6,1873,09,1684
23830,?.,??????,KRZ,KRZ21,KRZ21-16,3,8,5,1873,08,1685
23844,?.,??????,SFO,SFO26,SFO26-00,3,7,7,1873,22,1686
23858,?.,???????,VAR,VAR26,VAR26-00,3,7,5,1873,03,1687
23875,?.,??????,SML,SML02,SML02-00,3,7,7,1873,20,1688
23889,?.,?????????,BGS,BGS01,BGS01-00,3,7,4,1873,02,1689
23892,?.,??????? ?????,KRZ,KRZ14,KRZ14-25,3,8,5,1873,08,1690
23902,?.,????????,RAZ,RAZ26,RAZ26-04,3,6,3,1873,16,1691
23916,?.,????????,RSE,RSE04,RSE04-05,3,7,3,1873,17,1692
23929,?.,????????,SML,SML38,SML38-00,3,8,8,1873,20,1693
23933,?.,????????,DOB,DOB15,DOB15-62,3,8,4,1873,24,1694
23947,??.,???????,GAB,GAB12,GAB12-00,1,3,4,1873,07,1695
23950,?.,???????,PDV,PDV15,PDV15-00,3,7,8,1873,15,1696
23964,?.,???????,HKV,HKV29,HKV29-00,3,7,3,1873,26,1697
23978,?.,???????,JAM,JAM25,JAM25-00,3,7,3,1873,28,1698
24000,?.,????????,PDV,PDV12,PDV12-05,3,6,4,1873,15,1701
24027,?.,???????,VTR,VTR13,VTR13-00,3,8,6,1873,04,1702
24030,??.,??????,SLS,SLS10,SLS10-00,1,3,4,1873,18,1703
24854,?.,???????,GAB,GAB05,GAB05-00,3,8,5,1873,07,1704
24044,?.,???????,SLS,SLS34,SLS34-00,3,8,2,1873,18,1705
24058,?.,???????,VTR,VTR04,VTR04-00,3,8,5,1873,04,1706
24061,??.,???????,VID,VID09,VID09-15,1,4,1,1873,05,1707
24075,?.,???????,SZR,SZR12,SZR12-05,3,6,5,1873,23,1708
24089,?.,??????,SML,SML31,SML31-00,3,7,7,1873,20,1709
24952,?.,????,SML,SML18,SML18-00,3,8,5,1873,20,1710
68789,??.,???????,KNL,KNL48,KNL48-00,1,2,5,1873,09,1711
24102,?.,??????????,DOB,DOB29,DOB29-06,3,6,1,1873,24,1712
24126,?.,???????,VTR,VTR14,VTR14-00,3,8,4,1873,04,1713
24133,?.,?????,GAB,GAB12,GAB12-00,3,8,5,1873,07,1714
24150,?.,???????,RAZ,RAZ14,RAZ14-07,3,6,5,1873,16,1715
24164,?.,???????,SFO,SFO55,SFO55-01,3,6,6,1873,22,1716
24178,?.,??????,GAB,GAB29,GAB29-12,3,6,4,1873,07,1717
24181,?.,???????? ??????,GAB,GAB29,GAB29-12,3,8,5,1873,07,1718
24195,?.,?????????,KRZ,KRZ08,KRZ08-05,3,8,5,1873,08,1719
24205,?.,???????,PER,PER08,PER08-00,3,8,7,1873,13,1720
24219,?.,?????,KRZ,KRZ35,KRZ35-00,3,8,6,1873,08,1721
24236,?.,?????,LOV,LOV19,LOV19-00,3,7,4,1873,10,1722
24241,?.,??????,PDV,PDV13,PDV13-09,3,5,5,1873,15,1723
24253,?.,??????,BGS,BGS17,BGS17-07,3,6,4,1873,02,1724
24267,?.,???????,BLG,BLG13,BLG13-05,3,5,6,1873,01,1725
24270,?.,??????,SLV,SLV11,SLV11-00,3,8,6,1873,19,1726
24284,?.,??????,SML,SML27,SML27-00,3,8,7,1873,20,1727
24298,?.,?????? ??????,MON,MON07,MON07-00,3,7,2,1873,11,1728
24308,?.,???????,PVN,PVN08,PVN08-05,3,7,1,1873,14,1729
24311,?.,???????,HKV,HKV17,HKV17-00,3,8,3,1873,26,1730
24339,?.,???????,DOB,DOB12,DOB12-00,3,7,4,1873,24,1731
83137,?.,????????,BGS,BGS23,BGS23-00,3,8,5,1873,02,1732
24342,?.,??????,SZR,SZR22,SZR22-06,3,5,4,1873,23,1733
24356,?.,??????,JAM,JAM03,JAM03-00,3,8,3,1873,28,1734
24367,?.,???????,BLG,BLG03,BLG03-00,3,8,6,1873,01,1735
24373,?.,???????,LOV,LOV18,LOV18-00,3,8,6,1873,10,1736
24387,?.,???????,DOB,DOB03,DOB03-00,3,7,4,1873,24,1737
24390,?.,?????????,LOV,LOV38,LOV38-00,3,8,5,1873,10,1738
24400,?.,?????????,VAR,VAR01,VAR01-04,3,5,1,1873,03,1739
24414,?.,?????????,PAZ,PAZ04,PAZ04-03,3,6,5,1873,12,1740
24428,?.,?????????,TGV,TGV02,TGV02-00,3,8,5,1873,25,1741
24431,?.,????????,VID,VID01,VID01-00,3,8,5,1873,05,1742
24445,?.,???????,KRZ,KRZ16,KRZ16-18,3,6,4,1873,08,1743
24459,?.,?????????,KRZ,KRZ15,KRZ15-00,3,8,5,1873,08,1744
24462,?.,??????????,KRZ,KRZ16,KRZ16-09,3,7,6,1873,08,1745
24476,?.,?????? ???,LOV,LOV34,LOV34-00,3,7,5,1873,10,1746
24493,?.,?????? ?????,PDV,PDV23,PDV23-08,3,5,3,1873,15,1747
24482,?.,???????,SZR,SZR31,SZR31-10,3,5,4,1873,23,1748
24517,?.,????? ????,PER,PER51,PER51-00,3,8,7,1873,13,1749
24520,?.,??????,TGV,TGV35,TGV35-14,3,6,3,1873,25,1750
24534,?.,????? ???,MON,MON14,MON14-00,3,7,5,1873,11,1751
24548,?.,????? ??????,VTR,VTR14,VTR14-00,3,8,6,1873,04,1752
24579,?.,????? ????,VID,VID16,VID16-00,3,8,4,1873,05,1753
24582,?.,????? ????,PDV,PDV12,PDV12-06,3,5,3,1873,15,1754
24551,?.,??????????,MON,MON38,MON38-02,3,6,3,1873,11,1755
24565,??.,????????,VAR,VAR16,VAR16-00,1,4,1,1873,03,1756
24596,?.,???????,KRZ,KRZ16,KRZ16-06,3,8,6,1873,08,1757
24606,?.,???????,GAB,GAB35,GAB35-00,3,8,5,1873,07,1758
24623,?.,???????,SZR,SZR36,SZR36-00,3,7,3,1873,23,1759
24637,?.,????????,SZR,SZR22,SZR22-00,3,8,6,1873,23,1760
24640,?.,?????????,VID,VID16,VID16-00,3,8,2,1873,05,1761
24654,?.,????????,VTR,VTR13,VTR13-00,3,8,5,1873,04,1762
24668,?.,????????,VRC,VRC27,VRC27-00,3,7,4,1873,06,1763
24671,?.,?????????,GAB,GAB35,GAB35-00,3,8,6,1873,07,1764
24685,?.,??????,VTR,VTR22,VTR22-08,3,7,4,1873,04,1765
24699,?.,????????,BGS,BGS18,BGS18-08,3,6,3,1873,02,1766
24712,?.,??????,BGS,BGS06,BGS06-00,3,7,2,1873,02,1767
24726,?.,??????,PAZ,PAZ32,PAZ32-00,3,7,5,1873,12,1768
24739,?.,??????,VAR,VAR05,VAR05-00,3,7,1,1873,03,1769
24743,?.,??????,KRZ,KRZ14,KRZ14-14,3,7,5,1873,08,1770
24757,?.,????,BGS,BGS18,BGS18-24,3,8,3,1873,02,1771
24760,?.,??????,SLV,SLV16,SLV16-06,3,7,3,1873,19,1772
24774,?.,????????,KRZ,KRZ35,KRZ35-06,3,6,6,1873,08,1773
24788,?.,???????,KRZ,KRZ02,KRZ02-18,3,8,6,1873,08,1774
24791,?.,??????,KNL,KNL48,KNL48-00,3,6,6,1873,09,1775
24829,?.,???????,RAZ,RAZ26,RAZ26-05,3,5,5,1873,16,1777
27019,?.,?????????,PVN,PVN21,PVN21-00,3,8,3,1873,14,1778
27022,?.,??????????,BGS,BGS12,BGS12-07,3,8,4,1873,02,1779
27036,?.,?????,KRZ,KRZ15,KRZ15-17,3,6,5,1873,08,1780
27043,?.,????????,PER,PER22,PER22-00,3,7,6,1873,13,1781
27067,?.,??????????,SHU,SHU11,SHU11-08,3,7,5,1873,27,1782
27070,?.,??????,SZR,SZR38,SZR38-01,3,7,5,1873,23,1783
27680,?.,??????,KRZ,KRZ15,KRZ15-33,3,7,4,1873,08,1784
27084,?.,?????????,PER,PER51,PER51-00,3,8,7,1873,13,1785
27108,?.,??????,DOB,DOB29,DOB29-00,3,7,1,1873,24,1787
27111,?.,?????,SLV,SLV16,SLV16-07,3,7,3,1873,19,1788
27125,?.,???????,VAR,VAR04,VAR04-01,3,4,1,1873,03,1789
27139,?.,???????,PDV,PDV23,PDV23-09,3,6,3,1873,15,1790
27677,?.,???????,GAB,GAB05,GAB05-00,3,8,5,1873,07,1791
27156,?.,??????,RAZ,RAZ36,RAZ36-01,3,5,5,1873,16,1792
27169,?.,?????? ????????,BGS,BGS09,BGS09-10,3,6,3,1873,02,1793
27173,?.,?????? ?????,RSE,RSE03,RSE03-05,3,6,3,1873,17,1794
27190,??.,?????,VTR,VTR13,VTR13-00,1,3,4,1873,04,1795
27200,?.,?????,HKV,HKV34,HKV34-12,3,7,4,1873,26,1796
27214,?.,???????,SZR,SZR31,SZR31-11,3,6,3,1873,23,1797
41157,?.,??????,SML,SML18,SML18-00,3,7,5,1873,20,1798
27228,?.,?????? ???,SFO,SFO43,SFO43-00,3,8,6,1873,22,1799
27231,?.,???????,BLG,BLG03,BLG03-00,3,7,7,1873,01,1800
27245,?.,???????,SLV,SLV16,SLV16-08,3,7,4,1873,19,1801
27259,?.,???????,TGV,TGV24,TGV24-12,3,7,4,1873,25,1802
27262,?.,???????,SML,SML31,SML31-38,3,7,8,1873,20,1803
27276,?.,????????,GAB,GAB12,GAB12-00,3,8,5,1873,07,1804
27293,?.,????????,BLG,BLG37,BLG37-07,3,5,7,1873,01,1805
34120,?.,????????,SFO,SFO17,SFO17-00,3,6,6,1873,22,1806
18490,?.,???? ?????,SFO,SFO17,SFO17-05,3,4,6,1873,22,1807
27303,??.,???? ?????,SFO,SFO17,SFO17-00,1,3,6,1873,22,1808
27317,?.,????????,VRC,VRC27,VRC27-08,3,6,5,1873,06,1809
27334,?.,???? ???,SFO,SFO07,SFO07-00,3,8,5,1873,22,1810
27320,?.,???????,PER,PER19,PER19-00,3,7,7,1873,13,1811
27348,?.,???????,MON,MON14,MON14-00,3,8,5,1873,11,1812
27351,?.,???????,PER,PER51,PER51-00,3,8,7,1873,13,1813
27365,?.,???????,SML,SML27,SML27-05,3,5,7,1873,20,1814
27379,?.,??????,SZR,SZR31,SZR31-00,3,7,5,1873,23,1815
27382,??.,??????,JAM,JAM07,JAM07-00,1,3,3,1873,28,1816
48163,?.,??????,SZR,SZR38,SZR38-02,3,7,5,1873,23,1817
27406,?.,??????,PAZ,PAZ20,PAZ20-04,3,6,5,1873,12,1818
27415,?.,??????,SML,SML31,SML31-00,3,8,8,1873,20,1819
27423,?.,????,VTR,VTR04,VTR04-00,3,8,4,1873,04,1820
27454,?.,?????,BGS,BGS15,BGS15-00,3,8,3,1873,02,1821
27485,?.,???? ???,GAB,GAB29,GAB29-00,3,8,5,1873,07,1822
27468,?.,?????,DOB,DOB15,DOB15-23,3,7,4,1873,24,1823
27471,?.,?????,SHU,SHU22,SHU22-03,3,6,2,1873,27,1824
27499,?.,?????,SZR,SZR12,SZR12-06,3,5,5,1873,23,1825
27509,?.,?????,PVN,PVN39,PVN39-02,3,6,3,1873,14,1826
27512,?.,?????,KRZ,KRZ16,KRZ16-10,3,5,5,1873,08,1827
27526,?.,???????,GAB,GAB35,GAB35-04,3,8,6,1873,07,1828
27543,?.,???????,KRZ,KRZ02,KRZ02-00,3,7,7,1873,08,1829
27557,?.,?????,MON,MON04,MON04-05,3,6,3,1873,11,1830
27574,?.,??????,KNL,KNL31,KNL31-00,3,7,6,1873,09,1831
27588,?.,???? ????,SML,SML11,SML11-03,3,5,6,1873,20,1832
27591,?.,???????,KRZ,KRZ14,KRZ14-25,3,8,5,1873,08,1833
27601,?.,????,PER,PER51,PER51-00,3,8,8,1873,13,1834
27615,?.,????,BGS,BGS23,BGS23-00,3,8,5,1873,02,1835
27629,?.,???????,VAR,VAR09,VAR09-07,3,7,4,1873,03,1836
27632,??.,????????,SFO,SFO18,SFO18-00,1,3,6,1873,22,1837
27656,?.,???????? ????????,DOB,DOB20,DOB20-06,3,6,3,1873,24,1838
27663,?.,?????,HKV,HKV18,HKV18-00,3,8,5,1873,26,1839
29012,?.,???????,PER,PER19,PER19-00,3,8,6,1873,13,1840
29026,?.,????????,KNL,KNL29,KNL29-18,3,6,5,1873,09,1841
29035,?.,????????,DOB,DOB27,DOB27-10,3,6,4,1873,24,1842
29043,?.,???????,VID,VID09,VID09-00,3,7,3,1873,05,1843
29060,?.,?????,PER,PER36,PER36-00,3,8,6,1873,13,1844
29074,?.,????????,HKV,HKV11,HKV11-00,3,8,5,1873,26,1845
29091,?.,?????????,VTR,VTR31,VTR31-10,3,8,5,1873,04,1847
29101,?.,????????,HKV,HKV11,HKV11-07,3,7,5,1873,26,1848
29115,?.,???????,MON,MON36,MON36-09,3,7,5,1873,11,1849
29129,?.,????????,BGS,BGS09,BGS09-00,3,8,3,1873,02,1850
29132,?.,????????,KRZ,KRZ35,KRZ35-07,3,6,5,1873,08,1851
29146,?.,?????????,BLG,BLG44,BLG44-00,3,6,6,1873,01,1852
29150,?.,?????????,SOF,SOF46,SOF46-57,3,5,8,1873,21,1853
29163,?.,?????,SFO,SFO43,SFO43-00,3,7,7,1873,22,1854
29177,?.,?????,SHU,SHU25,SHU25-00,3,8,2,1873,27,1855
29180,?.,????????,KRZ,KRZ08,KRZ08-06,3,8,6,1873,08,1856
29194,?.,???? ???????,SLV,SLV20,SLV20-16,3,5,3,1873,19,1857
29204,?.,??????,SOF,SOF46,SOF46-52,3,6,6,1873,21,1858
29218,?.,??????????,RAZ,RAZ29,RAZ29-06,3,6,5,1873,16,1859
29235,?.,???????,PDV,PDV17,PDV17-20,3,6,3,1873,15,1860
29249,?.,????????,BGS,BGS08,BGS08-00,3,7,1,1873,02,1861
29252,?.,?????,KRZ,KRZ35,KRZ35-00,3,8,7,1873,08,1862
29266,?.,????????,KNL,KNL29,KNL29-00,3,8,8,1873,09,1863
29283,?.,???????,SLV,SLV11,SLV11-06,3,6,6,1873,19,1865
29297,?.,????????,SZR,SZR37,SZR37-00,3,8,6,1873,23,1866
29310,?.,??????,PVN,PVN21,PVN21-00,3,8,1,1873,14,1867
29324,?.,?????,GAB,GAB05,GAB05-00,3,8,6,1873,07,1868
29338,?.,???????,SFO,SFO20,SFO20-09,3,6,6,1873,22,1869
29341,?.,???????,SHU,SHU11,SHU11-09,3,6,5,1873,27,1870
29372,?.,??????,BLG,BLG42,BLG42-06,3,6,7,1873,01,1872
29386,?.,???????,KNL,KNL29,KNL29-19,3,5,7,1873,09,1873
29391,?.,??????,SHU,SHU22,SHU22-00,3,7,4,1873,27,1874
29407,?.,?????????,KRZ,KRZ16,KRZ16-11,3,7,5,1873,08,1875
29413,?.,????????,KRZ,KRZ16,KRZ16-06,3,8,7,1873,08,1876
29430,?.,?????,SOF,SOF46,SOF46-39,3,6,6,1873,21,1877
29444,?.,?????,DOB,DOB12,DOB12-00,3,6,3,1873,24,1878
29458,?.,???????,VAR,VAR24,VAR24-07,3,6,2,1873,03,1879
29461,?.,???????,KRZ,KRZ35,KRZ35-09,3,6,6,1873,08,1880
29475,?.,???????,PDV,PDV12,PDV12-07,3,5,4,1873,15,1881
29489,?.,???????,DOB,DOB15,DOB15-24,3,6,3,1873,24,1882
29492,?.,????????,BGS,BGS09,BGS09-00,3,7,3,1873,02,1883
29622,?.,??????,PER,PER36,PER36-00,3,6,6,1873,13,1884
29502,?.,???????,SML,SML09,SML09-00,3,8,8,1873,20,1885
29516,?.,???????,JAM,JAM07,JAM07-00,3,7,3,1873,28,1886
29522,?.,????????,PAZ,PAZ06,PAZ06-00,3,8,7,1873,12,1887
29533,?.,???? ????,SLV,SLV24,SLV24-05,3,7,5,1873,19,1888
29581,?.,???? ?????,PDV,PDV01,PDV01-00,3,8,7,1873,15,1889
29547,?.,??????,GAB,GAB05,GAB05-00,3,7,6,1873,07,1890
29550,?.,????? ????,HKV,HKV30,HKV30-11,3,6,3,1873,26,1891
29564,?.,????? ???,KRZ,KRZ08,KRZ08-05,3,8,5,1873,08,1892
29619,?.,???????,KRZ,KRZ08,KRZ08-00,3,8,6,1873,08,1893
29595,?.,????????,SZR,SZR37,SZR37-00,3,8,6,1873,23,1894
29605,?.,???????,KRZ,KRZ02,KRZ02-10,3,5,6,1873,08,1895
30017,?.,?????,PER,PER51,PER51-00,3,8,7,1873,13,1896
30020,?.,?????????,BGS,BGS12,BGS12-00,3,7,4,1873,02,1897
30034,?.,???????,SML,SML38,SML38-02,3,6,8,1873,20,1898
