ekatte,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc
16969,?.,????? ????????,BLG,BLG40,BLG40-00,3,8,5,1873,01,1190
16986,?.,????? ?????,LOV,LOV34,LOV34-00,3,7,6,1873,10,1191
16995,?.,????? ????,KNL,KNL29,KNL29-00,3,8,7,1873,09,1192
17004,?.,????? ???????,BLG,BLG03,BLG03-00,3,8,7,1873,01,1193
17018,?.,????? ????????,MON,MON29,MON29-21,3,7,4,1873,11,1194
49076,?.,????? ?????????,SZR,SZR12,SZR12-10,3,5,5,1873,23,1195
17035,?.,????? ????????,BGS,BGS06,BGS06-00,3,8,5,1873,02,1196
16715,?.,??????? ??????,GAB,GAB05,GAB05-00,3,8,6,1873,07,1197
16941,?.,??????????,HKV,HKV11,HKV11-00,3,8,5,1873,26,1198
16955,?.,?????????,PDV,PDV01,PDV01-00,3,8,6,1873,15,1199
17049,?.,??????,BGS,BGS23,BGS23-23,3,8,3,1873,02,1200
17052,?.,??????,SML,SML31,SML31-00,3,8,8,1873,20,1201
17066,?.,????????,RAZ,RAZ17,RAZ17-04,3,7,5,1873,16,1202
17077,?.,?????????,PER,PER51,PER51-00,3,8,7,1873,13,1203
17083,?.,??????,VTR,VTR13,VTR13-00,3,8,5,1873,04,1204
17097,?.,?????? ??????,JAM,JAM03,JAM03-00,3,8,5,1873,28,1205
17107,?.,?????? ????? ???????,VTR,VTR06,VTR06-00,3,7,5,1873,04,1206
17124,?.,?????? ????? ???????,VTR,VTR06,VTR06-00,3,7,3,1873,04,1207
17138,?.,?????? ?????,KRZ,KRZ14,KRZ14-05,3,7,5,1873,08,1208
17141,?.,?????? ?????,HKV,HKV09,HKV09-07,3,5,3,1873,26,1209
17155,?.,?????? ???????,VTR,VTR31,VTR31-00,3,7,4,1873,04,1210
17169,?.,??????,HKV,HKV11,HKV11-04,3,8,5,1873,26,1211
17172,?.,?????? ????????,TGV,TGV23,TGV23-02,3,7,3,1873,25,1212
17186,?.,?????? ??????,KRZ,KRZ21,KRZ21-00,3,8,6,1873,08,1213
17192,?.,?????? ??????????,VTR,VTR32,VTR32-00,3,8,4,1873,04,1214
17208,?.,?????? ??????,VTR,VTR32,VTR32-00,3,7,3,1873,04,1215
17213,?.,?????? ???? ????,VTR,VTR14,VTR14-01,3,7,3,1873,04,1216
17227,?.,?????? ????????,VTR,VTR14,VTR14-00,3,8,6,1873,04,1217
17230,?.,?????? ????,TGV,TGV22,TGV22-00,3,7,6,1873,25,1218
17244,?.,?????? ???????,LOV,LOV17,LOV17-01,3,6,5,1873,10,1219
17258,?.,?????????,PVN,PVN24,PVN24-00,3,7,4,1873,14,1220
17275,?.,?????,DOB,DOB29,DOB29-00,3,8,2,1873,24,1221
17289,?.,????????,SFO,SFO18,SFO18-00,3,8,6,1873,22,1222
17302,?.,???????,BLG,BLG33,BLG33-00,3,8,7,1873,01,1223
17316,?.,??????,GAB,GAB35,GAB35-00,3,8,6,1873,07,1224
17323,?.,???????????,VAR,VAR05,VAR05-00,3,7,3,1873,03,1225
17333,?.,???????????,SLS,SLS15,SLS15-10,3,8,3,1873,18,1226
17347,?.,??????????,BLG,BLG11,BLG11-05,3,6,6,1873,01,1227
17350,?.,?????????,GAB,GAB12,GAB12-00,3,6,5,1873,07,1228
17364,?.,???????,PVN,PVN10,PVN10-00,3,7,2,1873,14,1229
17378,?.,???????,LOV,LOV18,LOV18-00,3,7,4,1873,10,1230
17381,?.,??????,BLG,BLG01,BLG01-00,3,8,7,1873,01,1231
17395,??.,???? ??????,BLG,BLG11,BLG11-00,1,2,6,1873,01,1232
17405,?.,???????,BLG,BLG44,BLG44-00,3,7,5,1873,01,1233
17419,?.,??????????,LOV,LOV33,LOV33-08,3,5,5,1873,10,1234
17422,?.,??????,VID,VID09,VID09-11,3,5,2,1873,05,1235
17436,?.,??????,SLV,SLV11,SLV11-04,3,5,5,1873,19,1236
17449,?.,??????,SFO,SFO26,SFO26-00,3,7,7,1873,22,1237
17453,?.,??????????,VRC,VRC21,VRC21-06,3,6,3,1873,06,1238
17470,?.,???????,PVN,PVN11,PVN11-03,3,6,2,1873,14,1239
17484,?.,???????,PDV,PDV23,PDV23-05,3,5,3,1873,15,1240
17498,?.,???????,RAZ,RAZ17,RAZ17-05,3,7,5,1873,16,1241
17508,?.,???????????,VAR,VAR24,VAR24-05,3,6,2,1873,03,1242
17511,?.,???????,DOB,DOB12,DOB12-00,3,8,3,1873,24,1243
17525,?.,????????,TGV,TGV02,TGV02-00,3,8,5,1873,25,1244
17542,?.,???????,GAB,GAB29,GAB29-00,3,7,5,1873,07,1245
17556,?.,???????,PVN,PVN16,PVN16-06,3,5,2,1873,14,1246
17573,?.,???????,SHU,SHU30,SHU30-05,3,6,4,1873,27,1247
17587,?.,????????,GAB,GAB29,GAB29-09,3,5,5,1873,07,1248
17590,?.,????????,DOB,DOB27,DOB27-08,3,7,4,1873,24,1249
17600,?.,???????,SLV,SLV20,SLV20-14,3,6,6,1873,19,1250
17614,?.,??????????? ??????,VID,VID03,VID03-00,3,8,5,1873,05,1251
17631,?.,??????,SML,SML31,SML31-00,3,7,8,1873,20,1252
17645,??.,???????,VID,VID15,VID15-00,1,5,4,1873,05,1253
17659,?.,???????,KNL,KNL48,KNL48-00,3,8,6,1873,09,1254
17676,?.,???????,SML,SML27,SML27-00,3,7,7,1873,20,1255
17680,?.,??????????,KNL,KNL29,KNL29-00,3,7,7,1873,09,1256
17693,?.,???????????,BGS,BGS12,BGS12-00,3,6,3,1873,02,1257
17703,?.,?????????,VTR,VTR13,VTR13-00,3,8,5,1873,04,1258
17717,?.,??????,SZR,SZR04,SZR04-05,3,7,3,1873,23,1259
17720,?.,????????,BGS,BGS06,BGS06-00,3,8,3,1873,02,1260
17734,?.,?????????,VID,VID01,VID01-00,3,8,5,1873,05,1261
17748,?.,?????????,JAM,JAM07,JAM07-05,3,6,3,1873,28,1262
17751,?.,???????,KNL,KNL29,KNL29-11,3,6,6,1873,09,1263
17765,?.,????????,VID,VID01,VID01-00,3,8,6,1873,05,1264
17779,?.,????????,BGS,BGS06,BGS06-00,3,8,5,1873,02,1265
17782,?.,????????,DOB,DOB29,DOB29-00,3,7,1,1873,24,1266
17806,?.,???? ?????????,PDV,PDV17,PDV17-04,3,5,3,1873,15,1267
17823,?.,???????,PAZ,PAZ08,PAZ08-06,3,5,8,1873,12,1269
17837,?.,???????,SML,SML31,SML31-00,3,8,8,1873,20,1270
17840,?.,???????,TGV,TGV02,TGV02-00,3,8,5,1873,25,1271
17854,?.,???????,PVN,PVN24,PVN24-08,3,5,4,1873,14,1272
17868,?.,??????,KRZ,KRZ15,KRZ15-10,3,8,5,1873,08,1273
17871,?.,??????,KRZ,KRZ14,KRZ14-00,3,7,6,1873,08,1274
17885,?.,?????????,SFO,SFO17,SFO17-04,3,6,6,1873,22,1275
17909,?.,???????,BGS,BGS23,BGS23-06,3,7,4,1873,02,1276
17912,?.,?????????,VAR,VAR13,VAR13-06,3,5,1,1873,03,1277
17943,?.,???????,MON,MON04,MON04-04,3,6,2,1873,11,1278
17957,?.,????????,SML,SML09,SML09-03,3,6,7,1873,20,1279
17988,?.,??????,KRZ,KRZ21,KRZ21-06,3,5,5,1873,08,1280
17991,?.,?????????,GAB,GAB05,GAB05-00,3,8,5,1873,07,1281
18006,?.,??????? ??????,SFO,SFO16,SFO16-00,3,8,6,1873,22,1282
18018,?.,??????????,SLS,SLS10,SLS10-05,3,6,4,1873,18,1283
18037,?.,?????,SFO,SFO09,SFO09-00,3,8,8,1873,22,1284
18040,?.,????????,SFO,SFO43,SFO43-00,3,8,8,1873,22,1285
18054,?.,???????,HKV,HKV11,HKV11-04,3,8,3,1873,26,1286
18068,?.,????????,SML,SML31,SML31-01,3,8,8,1873,20,1287
18071,?.,???????,KRZ,KRZ15,KRZ15-11,3,7,5,1873,08,1288
18085,?.,?????,KRZ,KRZ15,KRZ15-00,3,8,5,1873,08,1289
18099,??.,???????,PVN,PVN08,PVN08-00,1,4,1,1873,14,1290
18109,?.,????????,LOV,LOV34,LOV34-00,3,7,5,1873,10,1291
18112,?.,??????????,KNL,KNL29,KNL29-00,3,8,8,1873,09,1292
18126,?.,?????????,KRZ,KRZ21,KRZ21-00,3,8,5,1873,08,1293
18133,?.,????????,SFO,SFO45,SFO45-00,3,8,7,1873,22,1294
18143,?.,???????,SFO,SFO07,SFO07-00,3,7,5,1873,22,1295
18157,??.,???????,SZR,SZR37,SZR37-00,1,4,5,1873,23,1296
18160,?.,???????,DOB,DOB03,DOB03-03,3,6,3,1873,24,1297
18174,?.,?????????,SFO,SFO06,SFO06-00,3,6,6,1873,22,1298
18188,?.,?????,SHU,SHU18,SHU18-02,3,6,5,1873,27,1299
18191,?.,??????,DOB,DOB27,DOB27-09,3,8,3,1873,24,1300
18201,?.,?????,SFO,SFO39,SFO39-00,3,7,7,1873,22,1301
18215,?.,??????,GAB,GAB05,GAB05-00,3,6,4,1873,07,1302
18229,?.,???????,BGS,BGS17,BGS17-06,3,5,2,1873,02,1303
18232,?.,???????,HKV,HKV34,HKV34-08,3,6,5,1873,26,1304
18259,?.,?????????,JAM,JAM25,JAM25-00,3,6,3,1873,28,1305
18263,?.,????????,PER,PER36,PER36-00,3,7,6,1873,13,1306
00850,?.,????????,SML,SML02,SML02-01,3,6,7,1873,20,1307
15638,?.,????????,BLG,BLG02,BLG02-00,3,8,8,1873,01,1308
18277,?.,????????,PDV,PDV42,PDV42-00,3,7,6,1873,15,1309
18280,??.,????????,SZR,SZR07,SZR07-00,1,3,2,1873,23,1310
18294,?.,?????????,SFO,SFO45,SFO45-00,3,7,7,1873,22,1311
18304,?.,???????,VID,VID06,VID06-03,3,6,3,1873,05,1312
18318,?.,???????,KNL,KNL29,KNL29-00,3,8,7,1873,09,1313
18321,?.,???????,KRZ,KRZ02,KRZ02-07,3,7,7,1873,08,1314
18335,?.,????????,VTR,VTR13,VTR13-00,3,8,5,1873,04,1315
18349,?.,?????,PER,PER08,PER08-00,3,8,7,1873,13,1316
18352,?.,???????,KNL,KNL29,KNL29-00,3,6,7,1873,09,1317
18366,?.,??????,BLG,BLG13,BLG13-00,3,4,6,1873,01,1318
18374,?.,???????,SML,SML18,SML18-00,3,7,7,1873,20,1319
18397,?.,?????,GAB,GAB12,GAB12-00,3,8,5,1873,07,1320
18407,?.,?????????,TGV,TGV23,TGV23-03,3,6,3,1873,25,1321
18410,?.,???????,KRZ,KRZ16,KRZ16-33,3,8,4,1873,08,1322
18424,?.,???????,SML,SML09,SML09-04,3,6,8,1873,20,1323
18455,?.,???????,KNL,KNL29,KNL29-00,3,6,8,1873,09,1324
18469,?.,????????,BGS,BGS15,BGS15-03,3,6,1,1873,02,1325
18472,?.,???????,BLG,BLG33,BLG33-00,3,8,6,1873,01,1326
18486,?.,??????,VID,VID33,VID33-00,3,7,5,1873,05,1327
20027,?.,??????,VTR,VTR13,VTR13-00,3,8,5,1873,04,1328
20033,?.,?????????,SML,SML02,SML02-06,3,5,8,1873,20,1329
20047,?.,????????,SLS,SLS15,SLS15-03,3,7,2,1878,18,1330
20050,?.,????????,TGV,TGV35,TGV35-12,3,7,3,1873,25,1331
20064,?.,????????,BLG,BLG02,BLG02-04,3,6,8,1873,01,1332
20078,?.,??????,GAB,GAB35,GAB35-00,3,8,6,1873,07,1333
20081,?.,????????,VTR,VTR13,VTR13-00,3,8,5,1873,04,1334
20105,?.,????????,BLG,BLG40,BLG40-08,3,5,3,1873,01,1335
20119,?.,????????,GAB,GAB29,GAB29-10,3,6,5,1873,07,1336
20153,?.,??????-?????????,SZR,SZR27,SZR27-00,3,7,3,1873,23,1337
20167,?.,?????????,KRZ,KRZ35,KRZ35-04,3,6,6,1873,08,1338
20184,??.,??? ??????,RSE,RSE08,RSE08-00,1,4,3,1873,17,1339
20198,?.,??? ??????,SML,SML02,SML02-00,3,8,7,1873,20,1340
20208,?.,???????,KNL,KNL29,KNL29-00,3,7,6,1873,09,1341
20211,?.,???????,SZR,SZR37,SZR37-00,3,8,5,1873,23,1342
20225,?.,????? ???,GAB,GAB05,GAB05-00,3,8,5,1873,07,1343
20242,??.,???????,VTR,VTR04,VTR04-13,1,4,3,1873,04,1344
20599,?.,???????,VAR,VAR16,VAR16-00,3,8,1,1873,03,1345
20256,?.,?????? ???,PER,PER36,PER36-00,3,7,6,1873,13,1346
20268,?.,?????? ???,VTR,VTR13,VTR13-00,3,8,6,1873,04,1347
20273,?.,??????,BGS,BGS06,BGS06-05,3,5,1,1873,02,1348
20287,?.,?????????,GAB,GAB29,GAB29-00,3,8,5,1873,07,1349
20290,?.,??????????,SML,SML02,SML02-00,3,8,7,1873,20,1350
20300,?.,???????,LOV,LOV34,LOV34-10,3,6,4,1873,10,1351
20314,?.,??????,PVN,PVN21,PVN21-04,3,6,2,1873,14,1352
20328,?.,????????,BLG,BLG03,BLG03-00,3,8,7,1873,01,1353
20331,?.,??????,BLG,BLG13,BLG13-03,3,5,7,1873,01,1354
20345,?.,???????,BLG,BLG40,BLG40-00,3,8,5,1873,01,1355
20359,?.,???????,DOB,DOB15,DOB15-00,3,8,5,1873,24,1356
20362,?.,?????????,PAZ,PAZ19,PAZ19-08,3,6,4,1873,12,1357
20376,?.,??????,VRC,VRC10,VRC10-08,3,6,3,1873,06,1358
20383,?.,???????,PVN,PVN37,PVN37-04,3,6,2,1873,14,1359
20393,?.,??????????,KRZ,KRZ15,KRZ15-00,3,8,5,1873,08,1360
20403,?.,??????????,KRZ,KRZ15,KRZ15-00,3,7,6,1873,08,1361
20417,?.,???????,BGS,BGS09,BGS09-00,3,7,3,1873,02,1362
20420,?.,????????,LOV,LOV18,LOV18-00,3,7,5,1873,10,1363
20434,?.,??????????,VTR,VTR04,VTR04-00,3,8,5,1873,04,1364
20448,?.,?????????,BGS,BGS09,BGS09-00,3,8,3,1873,02,1365
20465,??.,?????,SML,SML09,SML09-00,1,3,7,1873,20,1366
20479,?.,??????,TGV,TGV02,TGV02-00,3,8,5,1873,25,1367
24966,?.,???????,KRZ,KRZ21,KRZ21-00,3,7,5,1873,08,1368
20482,??.,?????,VAR,VAR14,VAR14-00,1,3,1,1873,03,1369
20496,?.,?????,KRZ,KRZ14,KRZ14-10,3,8,5,1873,08,1370
20506,?.,??????,VTR,VTR14,VTR14-00,3,8,3,1873,04,1371
24880,?.,??????,KRZ,KRZ02,KRZ02-08,3,8,6,1873,08,1372
20514,?.,???????,VTR,VTR14,VTR14-00,3,8,4,1873,04,1373
20523,?.,??????,PDV,PDV26,PDV26-29,3,8,8,1873,15,1374
20537,?.,?????,PVN,PVN03,PVN03-02,3,6,2,1873,14,1375
20540,?.,???????,BLG,BLG03,BLG03-00,3,8,6,1873,01,1376
20554,?.,???????,KRZ,KRZ14,KRZ14-08,3,7,5,1873,08,1377
20568,?.,???????,VID,VID06,VID06-00,3,7,3,1873,05,1378
20571,?.,?????? ??????,VTR,VTR14,VTR14-00,3,8,6,1873,04,1379
20585,?.,???????,BLG,BLG11,BLG11-00,3,8,8,1873,01,1380
20609,?.,???????,RAZ,RAZ14,RAZ14-05,3,6,4,1873,16,1381
20612,?.,?????,KNL,KNL48,KNL48-00,3,8,6,1873,09,1382
20626,?.,?????,SFO,SFO06,SFO06-00,3,8,7,1873,22,1383
20630,?.,?????????,VTR,VTR28,VTR28-00,3,7,2,1873,04,1384
20643,?.,???????,SHU,SHU07,SHU07-00,3,7,5,1873,27,1385
20657,?.,???????,JAM,JAM03,JAM03-00,3,8,4,1873,28,1386
20660,?.,????????,GAB,GAB12,GAB12-00,3,8,5,1873,07,1387
20674,?.,???????? ??????,HKV,HKV28,HKV28-00,3,8,6,1873,26,1388
20688,?.,????????,LOV,LOV19,LOV19-03,3,5,3,1873,10,1389
02765,?.,????????,BGS,BGS09,BGS09-00,3,7,3,1873,02,1390
20701,?.,????????,VAR,VAR13,VAR13-07,3,6,2,1873,03,1391
20715,?.,????????,VTR,VTR04,VTR04-00,3,8,5,1873,04,1392
20729,?.,??????????,SFO,SFO20,SFO20-00,3,8,7,1873,22,1393
20732,?.,??????,KRZ,KRZ15,KRZ15-15,3,7,5,1873,08,1394
20746,??.,??????,KRZ,KRZ08,KRZ08-00,1,4,5,1873,08,1395
20755,?.,?????????,KRZ,KRZ21,KRZ21-08,3,7,6,1873,08,1396
20763,?.,???????,KNL,KNL48,KNL48-06,3,5,5,1873,09,1397
20777,?.,???????,KRZ,KRZ14,KRZ14-09,3,6,5,1873,08,1398
20780,?.,?????????,BLG,BLG40,BLG40-10,3,6,5,1873,01,1399
20804,?.,??????,JAM,JAM22,JAM22-00,3,7,3,1873,28,1400
20818,?.,?????????,PER,PER51,PER51-00,3,8,7,1873,13,1401
20835,?.,?????????,VTR,VTR20,VTR20-01,3,5,2,1873,04,1402
20849,?.,?????????,RSE,RSE37,RSE37-00,3,7,2,1873,17,1403
20852,?.,?????????,GAB,GAB05,GAB05-00,3,8,5,1873,07,1404
20883,?.,????????,PDV,PDV15,PDV15-00,3,8,8,1873,15,1405
20897,?.,???????,SFO,SFO34,SFO34-02,3,5,6,1873,22,1406
20907,?.,????????,GAB,GAB12,GAB12-02,3,8,6,1873,07,1407
20938,?.,?????,SHU,SHU30,SHU30-06,3,5,3,1873,27,1408
20941,?.,???? ???????,MON,MON14,MON14-00,3,7,6,1873,11,1409
20969,?.,??????,GAB,GAB05,GAB05-23,3,8,5,1873,07,1410
20972,?.,?????,PER,PER19,PER19-00,3,7,7,1873,13,1411
20986,?.,????????,PER,PER32,PER32-06,3,5,7,1873,13,1412
20996,?.,?????????,LOV,LOV33,LOV33-00,3,7,6,1873,10,1413
21004,?.,????????,SML,SML18,SML18-00,3,7,6,1873,20,1414
21035,?.,????????,GAB,GAB35,GAB35-00,3,8,6,1873,07,1415
21049,?.,??????????,SZR,SZR36,SZR36-00,3,7,3,1873,23,1416
21052,??.,????????????,HKV,HKV09,HKV09-00,1,2,3,1873,26,1417
21066,?.,??????????,VTR,VTR04,VTR04-00,3,8,5,1873,04,1418
21078,?.,??????????,HKV,HKV28,HKV28-00,3,7,3,1873,26,1419
21097,??.,??????,VID,VID16,VID16-00,1,4,2,1873,05,1420
21107,?.,??????,SML,SML31,SML31-00,3,8,8,1873,20,1421
21110,?.,???????,VTR,VTR04,VTR04-00,3,8,5,1873,04,1422
21124,?.,???????,SZR,SZR37,SZR37-00,3,8,6,1873,23,1423
21138,?.,?????,VTR,VTR22,VTR22-07,3,7,4,1873,04,1424
21141,?.,???????,BGS,BGS04,BGS04-00,3,7,1,1873,02,1425
21155,?.,??????,HKV,HKV34,HKV34-09,3,5,3,1873,26,1426
21169,?.,????,PDV,PDV17,PDV17-05,3,6,3,1873,15,1427
21172,?.,???????,PAZ,PAZ14,PAZ14-02,3,5,4,1873,12,1428
21186,?.,?????????,VID,VID09,VID09-00,3,7,2,1873,05,1429
21193,?.,???????,VID,VID33,VID33-00,3,7,2,1873,05,1430
21209,?.,????,SZR,SZR27,SZR27-00,3,7,3,1873,23,1431
21213,?.,??????,SML,SML16,SML16-00,3,8,6,1873,20,1432
24935,?.,????????,PVN,PVN24,PVN24-09,3,6,2,1873,14,1433
21227,?.,?????????,GAB,GAB29,GAB29-00,3,8,5,1873,07,1434
21230,?.,??????,SLS,SLS07,SLS07-04,3,6,3,1873,18,1435
21244,?.,?????,VTR,VTR04,VTR04-00,3,7,2,1873,04,1436
21258,?.,????????,HKV,HKV09,HKV09-00,3,7,3,1873,26,1437
21261,?.,??????,GAB,GAB12,GAB12-00,3,8,5,1873,07,1438
21275,?.,?????? ??????,TGV,TGV02,TGV02-00,3,8,5,1873,25,1439
21289,?.,??????,SHU,SHU11,SHU11-06,3,7,5,1873,27,1440
21292,?.,????????-??????,KNL,KNL31,KNL31-00,3,8,6,1873,09,1441
21302,?.,????????,KRZ,KRZ15,KRZ15-47,3,8,6,1873,08,1442
21333,?.,????? ??????,BGS,BGS18,BGS18-05,3,6,5,1873,02,1443
21316,?.,?????????,SFO,SFO43,SFO43-00,3,8,7,1873,22,1444
21324,?.,????????,PDV,PDV42,PDV42-00,3,8,7,1873,15,1445
21347,?.,??????? ??????,SML,SML27,SML27-00,3,8,7,1873,20,1446
21350,?.,???????,DOB,DOB15,DOB15-00,3,8,3,1873,24,1447
21364,?.,????????,VTR,VTR13,VTR13-00,3,8,6,1873,04,1448
21378,?.,????????,GAB,GAB35,GAB35-00,3,8,5,1873,07,1449
21381,?.,????????,LOV,LOV38,LOV38-04,3,7,5,1873,10,1450
21395,?.,?????????,GAB,GAB12,GAB12-02,3,8,5,1873,07,1451
21405,?.,????? ?????????,SHU,SHU11,SHU11-07,3,7,5,1873,27,1452
21419,?.,????? ???,VAR,VAR01,VAR01-01,3,8,2,1873,03,1453
21422,?.,????? ???,KNL,KNL50,KNL50-00,3,8,7,1873,09,1454
21436,?.,????? ???,MON,MON24,MON24-00,3,7,2,1873,11,1455
21440,?.,????? ???,PDV,PDV23,PDV23-00,3,7,3,1873,15,1456
21453,?.,????? ???,VTR,VTR20,VTR20-02,3,5,3,1873,04,1457
21467,?.,????? ????,BLG,BLG49,BLG49-00,3,7,7,1873,01,1458
21470,?.,??????,DOB,DOB20,DOB20-00,3,7,3,1873,24,1459
21484,?.,???????,VAR,VAR24,VAR24-00,3,7,4,1873,03,1460
21498,??.,?????????,BLG,BLG01,BLG01-02,1,4,7,1873,01,1461
21508,?.,?????????,BGS,BGS09,BGS09-00,3,7,4,1873,02,1462
21511,?.,?????????,KRZ,KRZ16,KRZ16-20,3,8,5,1873,08,1463
21525,?.,????????,KRZ,KRZ08,KRZ08-04,3,8,6,1873,08,1464
21539,?.,??????,HKV,HKV09,HKV09-09,3,5,3,1873,26,1465
21542,?.,??????,JAM,JAM07,JAM07-00,3,8,3,1873,28,1466
72624,??.,??????,DOB,DOB28,DOB28-00,1,1,4,1873,24,1467
21556,?.,??????????,PAZ,PAZ19,PAZ19-09,3,5,4,1873,12,1468
21565,?.,???????,KNL,KNL05,KNL05-00,3,8,5,1873,09,1469
21587,?.,?????????,VAR,VAR02,VAR02-15,3,7,4,1873,03,1470
21590,?.,????????,LOV,LOV34,LOV34-00,3,7,5,1873,10,1471
21600,?.,?????????,VRC,VRC05,VRC05-01,3,6,3,1873,06,1472
21614,?.,????????,BGS,BGS18,BGS18-06,3,5,2,1873,02,1473
21628,?.,??????????,GAB,GAB29,GAB29-11,3,6,5,1873,07,1474
21631,?.,??????????,KRZ,KRZ14,KRZ14-10,3,6,5,1873,08,1475
21645,?.,???????????,VAR,VAR08,VAR08-03,3,6,4,1873,03,1476
21659,?.,??????????,HKV,HKV32,HKV32-00,3,7,3,1873,26,1477
21662,?.,???????????,SOF,SOF46,SOF46-38,3,5,6,1873,21,1478
21676,?.,?????????,PDV,PDV01,PDV01-00,3,8,8,1873,15,1479
21680,?.,?????????,BLG,BLG11,BLG11-00,3,8,7,1873,01,1480
21693,?.,?????????,SLS,SLS32,SLS32-03,3,6,2,1873,18,1481
21703,?.,?????????,TGV,TGV02,TGV02-00,3,7,5,1873,25,1482
21717,?.,????????,VAR,VAR09,VAR09-06,3,7,4,1873,03,1483
21720,?.,???????????,SLS,SLS15,SLS15-04,3,8,3,1878,18,1484
21734,?.,???????,VRC,VRC21,VRC21-00,3,7,3,1873,06,1485
21748,?.,????????,BLG,BLG37,BLG37-05,3,6,8,1873,01,1486
21751,?.,????????,SFO,SFO43,SFO43-00,3,8,7,1873,22,1487
21779,?.,????????,SFO,SFO17,SFO17-06,3,6,6,1873,22,1488
21782,?.,?????????,KNL,KNL29,KNL29-00,3,8,7,1873,09,1489
21796,?.,????????,VTR,VTR04,VTR04-00,3,8,6,1873,04,1490
21806,?.,????????,KRZ,KRZ02,KRZ02-00,3,8,5,1873,08,1491
21811,?.,????????,SHU,SHU18,SHU18-03,3,6,4,1873,27,1492
21823,?.,????????,LOV,LOV18,LOV18-11,3,6,3,1873,10,1493
21837,?.,??????????,BLG,BLG44,BLG44-00,3,8,7,1873,01,1494
21840,?.,?????? ????????,MON,MON29,MON29-10,3,7,4,1873,11,1495
21854,?.,????????,PER,PER51,PER51-00,3,8,7,1873,13,1496
21868,?.,?????,BLG,BLG42,BLG42-05,3,6,8,1873,01,1497
21871,?.,?????,SML,SML11,SML11-02,3,5,5,1873,20,1498
21899,?.,????? ??????,VTR,VTR04,VTR04-00,3,8,5,1873,04,1499
21885,?.,??????,BLG,BLG33,BLG33-00,3,8,7,1873,01,1500
21909,?.,??????,BLG,BLG40,BLG40-00,3,8,7,1873,01,1501
21926,?.,?????,SLS,SLS10,SLS10-06,3,6,3,1873,18,1502
21937,?.,?????,TGV,TGV24,TGV24-00,3,8,5,1873,25,1503
21943,?.,?????,SML,SML16,SML16-00,3,8,7,1873,20,1504
21957,?.,??????,DOB,DOB15,DOB15-00,3,7,3,1873,24,1505
21960,?.,??????,SHU,SHU18,SHU18-04,3,6,5,1873,27,1506
21974,?.,?????????,KNL,KNL04,KNL04-00,3,7,6,1873,09,1507
21988,?.,??????,VAR,VAR02,VAR02-00,3,7,4,1873,03,1508
21991,?.,??????,KRZ,KRZ16,KRZ16-15,3,8,5,1873,08,1509
22006,??.,????? ????,SFO,SFO59,SFO59-00,1,4,6,1873,22,1510
22019,?.,????? ???? ?????,MON,MON12,MON12-00,3,8,5,1873,11,1511
22023,?.,????? ????????,VRC,VRC32,VRC32-00,3,7,4,1873,06,1512
24894,?.,????? ????????,SFO,SFO25,SFO25-00,3,8,7,1873,22,1513
22040,?.,????? ????????,MON,MON29,MON29-00,3,7,4,1873,11,1514
22054,?.,????? ??????,PER,PER19,PER19-00,3,8,7,1873,13,1515
22068,?.,????? ??????????,BLG,BLG28,BLG28-02,3,5,3,1873,01,1516
22071,?.,????? ???????,KNL,KNL29,KNL29-00,3,8,5,1873,09,1517
22085,?.,????? ??????,PER,PER36,PER36-08,3,6,6,1873,13,1518
24325,?.,????? ??????,PAZ,PAZ08,PAZ08-14,3,7,8,1873,12,1519
22099,?.,????? ???????,TGV,TGV02,TGV02-00,3,8,5,1873,25,1520
22109,?.,????? ?????,TGV,TGV24,TGV24-00,3,7,5,1873,25,1521
22112,?.,????? ???????,KNL,KNL31,KNL31-00,3,8,7,1873,09,1522
22126,?.,????? ???????,VRC,VRC27,VRC27-06,3,6,4,1873,06,1523
22134,?.,????? ???????,KRZ,KRZ16,KRZ16-08,3,7,4,1873,08,1524
22143,?.,????? ???????,BLG,BLG33,BLG33-00,3,7,6,1873,01,1525
22157,?.,????? ????,KRZ,KRZ15,KRZ15-16,3,7,5,1873,08,1526
22160,?.,????? ???????,VTR,VTR22,VTR22-19,3,6,2,1873,04,1527
22174,?.,????? ??????,SFO,SFO10,SFO10-00,3,7,6,1873,22,1528
22191,?.,????? ??????,PDV,PDV12,PDV12-14,3,7,4,1873,15,1530
22201,?.,????? ?????,PER,PER51,PER51-00,3,8,8,1873,13,1531
22215,??.,????? ??????????,PVN,PVN10,PVN10-00,1,4,2,1873,14,1532
22229,?.,????? ?????,SFO,SFO16,SFO16-00,3,8,6,1873,22,1533
22232,??.,????? ?????????,VTR,VTR06,VTR06-04,1,4,3,1873,04,1534
22246,?.,????? ???????,BLG,BLG33,BLG33-10,3,7,5,1873,01,1535
22250,?.,????? ?????,MON,MON29,MON29-00,3,7,4,1873,11,1536
22263,?.,????? ???????,PER,PER08,PER08-00,3,7,7,1873,13,1537
22277,?.,????? ???????,RSE,RSE37,RSE37-04,3,6,1,1873,17,1538
22280,?.,????? ???????,TGV,TGV22,TGV22-46,3,7,5,1873,25,1539
22304,?.,????? ??????,SOF,SOF46,SOF46-51,3,5,6,1873,21,1540
22318,?.,????? ??????,VID,VID09,VID09-00,3,8,2,1873,05,1541
